name,gs_email,as_chair,as_pc,as_author,papers
"Wei, Zhewei",@ruc.edu.cn,0,0,1,KDD_17_012
"Wei, Zhi",@njit.edu,0,1,0,
"Wei, Ziyun",,0,0,1,PPoPP_17_011
"Weidendorfer, Josef",@in.tum.de,0,1,1,Cluster_17_042
"Weik, Florian",,0,0,1,IPDPS_17_047
"Weikum, Gerhard",@mpi-inf.mpg.de,0,2,1,SIGIR_17_068
"Weil, Sage",,0,1,0,
"Weiland, Michele",@epcc.ed.ac.uk,0,2,0,
"Weimann, Oren",@cs.haifa.ac.il,0,0,1,PODC_17_018
"Weimer, Westley",@umich.edu,0,0,1,OOPSLA_17_030
"Weinbub, Josef",@iue.tuwien.ac.at,0,1,0,
"Weingarten, Achi-Or",,0,0,1,SP_17_024
"Weinsberg, Yaron",,0,0,1,SOSP_17_031
"Weinstein, Or",,0,0,1,SP_17_034
"Weintraub, Grisha",,0,0,1,CCGrid_17_052
"Weir, Charles",@lancaster.ac.uk,0,0,1,CCS_17_066
"Weiss, Yaacov Y.",@ldeo.columbia.edu,0,0,1,PODS_17_020
"Weissbacher, Michael",@ccs.neu.edu,0,0,1,CCS_17_022
"Weisse, Or",,0,0,1,ISCA_17_007
"Weissenberg, Joanna",,0,0,1,HPCC_17_040
"Weissman, Jon",@cs.umn.edu,0,2,1,SYSTOR_17_016
"Weitz, Konstantin",@uw.edu,0,0,2,"CIDR_17_031,PLDI_17_025"
"Welch, Brent",MISSING,0,0,1,HotOS_17_001
"Welch, Jennifer",@cse.tamu.edu,0,2,1,IPDPS_17_033
"Wellein, Gerhard",@fau.de,0,1,1,ISC_17_016
"Weller, Max",MISSING,0,0,1,Middleware_17_005
"Wells, Jack",@ornl.gov,0,1,0,
"Welsh, Matt",@mdw.la,0,1,0,
"Wen, Chengyao",,0,0,1,Cluster_17_005
"Wen, Ji-Rong",@ruc.edu.cn,0,1,1,SIGIR_17_055
"Wen, Shasha",,0,0,3,"PPoPP_17_008,ASPLOS_17_004,IPDPS_17_037"
"Wen, Wujie",@pitt.edu,0,0,1,IGSC_17_021
"Wen, Yonggang",@ntu.edu.sg,0,0,1,Cluster_17_026
"Weng, Jian",@jnu.edu.cn,0,0,1,CCS_17_065
"Weng, Xueping",,0,0,1,SIGMOD_17_075
"Weninger, Tim",@nd.edu,0,1,0,
"Wenisch, Thomas F.",@umich.edu,0,3,4,"ASPLOS_17_043,EuroSys_17_003,SIGMOD_17_055,ISCA_17_037"
"Wenrui, Yan",,0,0,1,EuroSys_17_028
"Wentzlaff, David",@princeton.edu,0,1,4,"HPCA_17_024,HotCloud_17_006,SOCC_17_005,MICRO_17_056"
"Wermke, Dominik",,0,0,1,CCS_17_066
"Werner, Matthias",,0,0,1,ISC_17_011
"Werner, Sam",,0,0,1,MASCOTS_17_009
"Werner, Sebastian",,0,0,1,HPCA_17_018
"West, Robert",@epfl.ch,0,1,0,
"Westin, Patrik",,0,0,1,SIGCOMM_17_030
"Wetherall, David",@uw.edu,0,1,0,
"Weyns, Danny",@kuleuven.be,0,1,0,
"Whatmough, Paul",@seas.harvard.edu,0,1,0,
"Wheeler, Noel",,0,1,0,
"White, Ryen",@microsoft.com,1,0,0,
"Whitlock, Sam",@epfl.ch,0,0,1,ATC_17_012
"Whittaker, Andrew",,0,0,1,CIDR_17_012
"Wibowo, Bagus",@ncsu.edu,0,0,1,IISWC_17_031
"Wicky, Tobias",,0,0,1,IPDPS_17_067
"Widmer, Joerg",@imdea.org,0,0,2,"CoNEXT_17_006,CoNEXT_17_031"
"Wieder, Udi",@vmware.com,0,0,1,NSDI_17_003
"Wienke, Sandra",,0,2,0,
"Wiens, Jenna",@umich.edu,0,0,1,KDD_17_053
"Wierman, Adam",@caltech.edu,0,2,1,CCS_17_067
"Wies, Thomas",@cs.nyu.edu,0,0,1,CCS_17_128
"Wijayasiri, Adeesha",@cse.mrt.ac.lk,0,0,1,HiPC_17_034
"Wijesekera, Primal",@berkeley.edu,0,0,1,SP_17_050
"Wijmans, Erik",,0,0,1,NDSS_17_012
"Wijngaart, Rob F. Van Der",,0,0,1,ISC_17_014
"Wijsen, Jef",@umons.ac.be,0,1,0,
"Wilcox, Eric",@dri.edu,0,0,1,ISCA_17_001
"Wilcox, Robert",,0,0,1,ICPP_17_029
"Wild, Stefan",@mcs.anl.gov,0,1,0,
"Wildani, Avani",@mathcs.emory.edu,0,0,1,SOCC_17_006
"Wilk, Alyssa",,0,0,1,SIGCOMM_17_030
"Wilke, Jeremiah J.",@sandia.gov,0,1,1,CCGrid_17_012
"Wilkerson, Chris",,0,1,2,"ASPLOS_17_050,MICRO_17_005"
"Wilkes, John",@e-wilkes.com,0,2,0,
"Wilkins-Diehr, Nancy",@sdsc.edu,0,1,0,
"Wilkinson, Kevin",@hpe.com,0,0,1,CIDR_17_026
"Williams, Dan",,0,1,2,"HotOS_17_004,ATC_17_018"
"Williams, Hugh",@mbs.edu,0,0,1,HotStorage_17_002
"Williams, Ryan",@mit.edu,0,1,0,
"Williamson, Carey",,0,1,0,
"Willinger, Walter",@niksun.com,1,0,0,
"Willke, Theodore L.",,0,0,1,ISC_17_007
"Wilson, Christo",@ccs.neu.edu,0,0,4,"NDSS_17_010,NDSS_17_057,SP_17_006,IMC_17_022"
"Wilson, John",,0,0,1,MICRO_17_007
"Wilson, Peter",,0,0,1,IPDPS_17_026
"Wilson, Shomir",MISSING,0,0,1,NDSS_17_036
"Wimmer, Christian",@oracle.com,0,0,1,PLDI_17_032
"Wimmer, Manuel",@big.tuwien.ac.at,0,0,1,SLE_17_023
"Wingen, Andreas",@fusion.gat.com,0,0,1,ICPP_17_029
"Winstein, Keith",@cs.stanford.edu,0,1,2,"NSDI_17_001,NSDI_17_021"
"Winter, Philipp",@cs.princeton.edu,0,0,1,NDSS_17_047
"Wires, Jake",,0,0,3,"FAST_17_015,NSDI_17_002,SOCC_17_039"
"Wirth, Anthony",@unimelb.edu.au,0,1,0,
"Wissink, Andrew",,0,0,1,ISC_17_014
"Witchel, Emmett",@cs.utexas.edu,0,2,2,"HotOS_17_008,SOSP_17_028"
"Wo, Tianyu",,0,0,1,HPCC_17_044
"Woelfel, Philipp",@ucalgary.ca,0,0,1,PODC_17_020
"Woess, Andreas",,0,0,1,PLDI_17_032
"Wojcik, Marcin",MISSING,0,0,1,ATC_17_035
"Wolf, Felix",@cs.tu-darmstadt.de,0,1,3,"PPoPP_17_028,EuroPar_17_006,EuroPar_17_032"
"Wolf, Matthew",@ornl.gov,0,0,5,"HotStorage_17_021,Cluster_17_006,Cluster_17_059,Cluster_17_062,HPCC_17_001"
"Wolfe, Noah",@rpi.edu,0,0,2,"CCGrid_17_015,SC_17_044"
"Wolff, Ran",@yahoo-inc.com,0,1,0,
"Wolffe, Max",,0,0,1,HotOS_17_020
"Wolfson-Pou, Jordi",,0,0,1,SC_17_047
"Wolinsky, David",@fb.com,0,1,0,
"Wollherr, Stephanie",@geophysik.uni-muenchen.de,0,0,1,SC_17_016
"Wolski, Rich",,0,2,3,"CLOUD_17_025,Cluster_17_024,SC_17_018"
"Wolter, Frank",@liverpool.ac.uk,0,0,1,PODS_17_016
"Wolter, Katinka",@fu-berlin.de,0,1,1,MASCOTS_17_009
"Won, Jongho",@purdue.edu,0,0,1,NSDI_17_031
"Won, Youjip",@hanyang.ac.kr,0,1,1,ICPE_17_020
"Wong, Bernard",,0,4,2,"ICPE_17_005,CoNEXT_17_005"
"Wong, Daniel",@ece.ucr.edu,0,0,1,MICRO_17_048
"Wong, David",,0,0,1,ICPE_17_002
"Wong, David C.",@i2r.a-star.edu.sg,0,0,1,IISWC_17_028
"Wong, Raymond",,0,1,0,
"Wong, Raymond Chi-Wing",@cse.ust.hk,0,3,1,SIGMOD_17_077
"Wong, Theodore M.",@humanlongevity.com,0,1,0,
"Wong, Tony",,0,0,1,FAST_17_003
"Wong, Weng-Keen",,0,1,0,
"Woo, Seunghoon",@korea.ac.kr,0,0,1,SP_17_055
"Wood, Benjamin P.",,0,0,2,"MICRO_17_040,OOPSLA_17_028"
"Wood, Chad",,0,0,2,"Cluster_17_059,SC_17_033"
"Wood, David A.",@cs.wisc.edu,0,1,3,"ASPLOS_17_012,ISCA_17_029,SC_17_023"
"Wood, Paul",@purdue.edu,0,0,1,Middleware_17_017
"Wood, Timothy",@gwu.edu,0,3,1,SIGCOMM_17_035
"Woodage, Joanne",@rhul.ac.uk,0,0,1,CCS_17_021
"Woodring, Jon",@lanl.gov,0,1,0,
"Woodruff, David",@us.ibm.com,0,1,1,PODS_17_011
"Woodruff, David P.",,0,1,0,
"Woodruff, Jonathan",@cam.ac.uk,0,0,1,ASPLOS_17_039
"Woodside, Murray",@sce.carleton.ca,0,1,0,
"Woodward, Carol",@wdwrd.net,0,1,0,
"Wortmann, Andreas",@se-rwth.de,0,1,0,
"Wright, Andrew",,0,0,1,ASPLOS_17_045
"Wright, Matthew",@rit.edu,0,1,0,
"Wright, Mike",,0,0,1,HCW_17_005
"Wright, Nicholas",@lbl.gov,0,1,0,
"Wright, Steven A.",@warwick.ac.uk,0,0,1,ISC_17_022
"Wrigstad, Tobias",@it.uu.se,0,0,1,OOPSLA_17_035
"Wróblewski, Jan",,0,0,1,IPDPS_17_045
"Wu, Baijun",MISSING,0,0,2,"OOPSLA_17_026,OOPSLA_17_029"
"Wu, Benjamin",,0,0,1,HPCA_17_021
"Wu, Bo",@mines.edu,0,0,3,"ASPLOS_17_033,IPDPS_17_095,PACT_17_016"
"Wu, Carole-Jean",@asu.edu,0,5,3,"ISCA_17_025,IISWC_17_005,IISWC_17_018"
"Wu, Chase",@njit.edu,0,1,1,HPCC_17_063
"Wu, Chenggang",,0,1,1,VEE_17_011
"Wu, Chentao",@cs.sjtu.edu.cn,0,0,1,ICPP_17_023
"Wu, Chuan",@cs.hku.hk,0,1,3,"SIGMETRICS_17_020,CLOUD_17_028,ATC_17_005"
"Wu, Daoyuan",@smu.edu.sg,0,0,1,ATC_17_034
"Wu, David J.",@cs.stanford.edu,0,0,1,HotOS_17_011
"Wu, Di",,0,1,1,HPCC_17_053
"Wu, Dinghao",@psu.edu,0,1,1,SP_17_012
"Wu, Dingming",@rice.edu,0,0,1,SIGCOMM_17_010
"Wu, Dongyao",@data61.csiro.au,0,0,1,CCGrid_17_008
"Wu, Eugene",@cs.columbia.edu,0,1,2,"CIDR_17_016,SIGMOD_17_007"
"Wu, Fei",,0,0,1,ICPP_17_022
"Wu, Fei",@osu.edu,0,0,1,MobiCom_17_009
"Wu, Feng",,0,0,1,ICPP_17_015
"Wu, Han",,0,0,1,HPCC_17_059
"Wu, Haoyang",,0,0,1,MobiCom_17_008
"Wu, Hongjia",,0,0,1,CoNEXT_17_021
"Wu, Hongjing",,0,0,1,IPDPS_17_042
"Wu, Huijun",@cse.unsw.edu.au,0,0,1,CCGrid_17_008
"Wu, Jan-Jan",@iis.sinica.edu.tw,0,0,2,"CCGrid_17_026,PACT_17_024"
"Wu, Jia",@mq.edu.au,0,1,0,
"Wu, Jianping",,0,0,1,SP_17_019
"Wu, Jie",@temple.edu,0,0,1,Cluster_17_039
"Wu, Jigang",MISSING,0,0,1,CCGrid_17_005
"Wu, Jindou",,0,0,1,SIGIR_17_073
"Wu, Jingxin",,0,0,1,CLOUD_17_024
"Wu, Jungie",,0,1,0,
"Wu, Kai",@ucmerced.edu,0,0,2,"Cluster_17_049,SC_17_055"
"Wu, Kesheng",@lbl.gov,0,1,4,"CCGrid_17_007,SIGMOD_17_080,HPDC_17_005,SC_17_008"
"Wu, Kun-Lung",@us.ibm.com,0,0,2,"ICAC_17_012,PLDI_17_029"
"Wu, Lang",,0,0,1,IGSC_17_020
"Wu, Le",@hfut.edu.cn,0,0,1,KDD_17_043
"Wu, Lingfei",@email.wm.edu,0,1,1,ICDM_17_017
"Wu, Lisa",,0,3,0,
"Wu, Liwei",,0,0,1,KDD_17_050
"Wu, Ming",@microsoft.com,0,2,1,NSDI_17_038
"Wu, Panruo",@cs.ucr.edu,0,0,2,"PPoPP_17_009,SC_17_025"
"Wu, Peng",,0,2,0,
"Wu, Qiang",,0,1,0,
"Wu, Shujiang",,0,0,1,CCS_17_011
"Wu, Shunxiang",,0,0,1,SIGIR_17_059
"Wu, Song",@hust.edu.cn,0,0,2,"IPDPS_17_013,HPCC_17_069"
"Wu, Suzhen",@xmu.edu.cn,0,0,1,IPDPS_17_109
"Wu, Tzuhsien",,0,0,1,SC_17_008
"Wu, Wei",,0,0,1,IPDPS_17_011
"Wu, Wei",@microsoft.com,0,1,0,
"Wu, Weigang",@mail.sysu.edu.cn,0,0,1,ICPP_17_031
"Wu, Weijie",@huawei.com,0,0,1,ICDM_17_043
"Wu, Wenfei",@tsinghua.edu.cn,0,0,1,CoNEXT_17_023
"Wu, Wentao",@microsoft.com,0,1,0,
"Wu, Xi",@cs.wisc.edu,0,0,1,SIGMOD_17_086
"Wu, Xindong",@louisiana.edu,0,2,1,ICDM_17_014
"Wu, Xingbo",@mavs.uta.edu,0,0,3,"SYSTOR_17_003,SOCC_17_003,HPCC_17_030"
"Wu, Xingfu",MISSING,0,0,1,MASCOTS_17_014
"Wu, Xintao",@uark.edu,0,1,1,ICDM_17_020
"Wu, Yang",@cis.upenn.edu,0,0,2,"CIDR_17_011,NSDI_17_041"
"Wu, Yanjun",@iscas.ac.cn,0,0,1,CCGrid_17_071
"Wu, Yinghui",@eecs.wsu.edu,0,0,1,SIGMOD_17_024
"Wu, Yingjun",,0,0,2,"CIDR_17_014,SIGMOD_17_050"
"Wu, Yingying",,0,0,1,SIGIR_17_028
"Wu, Yongwei",@tsinghua.edu.cn,0,0,3,"ASPLOS_17_023,EuroSys_17_013,ATC_17_010"
"Wu, Youfeng",,0,0,1,MICRO_17_012
"Wu, Yuduo",@ucdavis.edu,0,0,1,IPDPS_17_048
"Wu, Yuexin",,0,0,1,SIGIR_17_012
"Wu, Yuming",,0,0,1,NDSS_17_009
"Wu, Zhenyu",@nec-labs.com,0,1,0,
"Wu, Zhijing",,0,0,1,SIGIR_17_028
"Wubs, Fred",,0,1,0,
"Wuerthinger, Thomas",@oracle.com,0,0,1,PLDI_17_032
"Wuerthwein, Frank",,0,1,0,
"Wuertz, Rolf",@rub.de,0,1,0,
"Wyk, Eric Van",,0,1,2,"OOPSLA_17_041,SLE_17_009"
"Wójcik, Marcin",@cs.bris.ac.uk,0,0,1,SIGCOMM_17_029
"Xagawa, Keita",@lab.ntt.co.jp,0,0,1,SIGMOD_17_030
"Xi, Sam Likun",@fas.harvard.edu,0,0,1,ASPLOS_17_003
"Xi, Zaifa",,0,0,1,IPDPS_17_109
"Xia, Cathy",MISSING,0,1,0,
"Xia, Congying",,0,0,1,ICDM_17_044
"Xia, Fei",@ict.ac.cn,0,0,1,ATC_17_027
"Xia, Long",,0,0,1,SIGIR_17_054
"Xia, Luning",,0,0,1,CCS_17_137
"Xia, Ning",@u.northwestern.edu,0,0,1,SOCC_17_023
"Xia, Ye",,0,0,1,CLOUD_17_018
"Xia, Yiting",@rice.edu,0,0,1,SIGCOMM_17_010
"Xia, Yubin",@sjtu.edu.cn,0,0,1,NDSS_17_009
"Xia, Yuni",,0,1,0,
"Xian, Ran",,0,0,1,CIDR_17_014
"Xiang, Lingxiang",@intel.com,0,0,1,PACT_17_007
"Xiao, Cao",@us.ibm.com,0,0,1,KDD_17_031
"Xiao, Di",,0,0,2,"PODS_17_004,ICDM_17_029"
"Xiao, He",@tsinghua.edu.cn,0,0,1,HotStorage_17_001
"Xiao, Huang",@aisec.fraunhofer.de,0,0,1,SP_17_047
"Xiao, Jianwei",@berkeley.edu,0,0,1,HiPC_17_036
"Xiao, Keli",@stonybrook.edu,0,2,0,
"Xiao, Lemin",@iai.com,0,0,1,ICDM_17_027
"Xiao, Limin",,0,0,1,HPCC_17_060
"Xiao, Liquan",,0,0,1,IPDPS_17_043
"Xiao, Nong",@nudt.edu.cn,0,0,2,"HPCC_17_012,HPCC_17_014"
"Xiao, Shihan",@mails.tsinghua.edu.cn,0,0,1,IPDPS_17_042
"Xiao, Weijun",@vcu.edu,0,0,1,MASCOTS_17_015
"Xiao, Wencong",@nlsde.buaa.edu.cn,0,0,2,"NSDI_17_038,SOSP_17_009"
"Xiao, Xiaokui",@ntu.edu.sg,0,1,3,"Cluster_17_026,CCS_17_027,KDD_17_012"
"Xiao, Yuan",@osu.edu,0,0,1,CCS_17_053
"Xiao, Zhujun",,0,0,1,IMC_17_023
"Xie, Bing",,0,0,1,HPDC_17_015
"Xie, Changsheng",,0,0,2,"IPDPS_17_011,ICPP_17_022"
"Xie, Chao",,0,0,1,SIGMOD_17_070
"Xie, Chenhao",@fudan.edu.cn,0,0,1,HPCA_17_049
"Xie, Hong",,0,0,1,ICDM_17_043
"Xie, Pengtao",@cs.cmu.edu,0,0,1,ATC_17_014
"Xie, Sihong",@cse.lehigh.edu,0,1,0,
"Xie, Tao",@illinois.edu,0,1,0,
"Xie, Wei",@ttu.edu,0,0,2,"CCGrid_17_031,IPDPS_17_086"
"Xie, Wenlei",@linkedin.com,0,0,1,CIDR_17_032
"Xie, Xiaohui",MISSING,0,0,1,SIGIR_17_028
"Xie, Xiaolong",@pku.edu.cn,0,0,1,HPDC_17_007
"Xie, Xinfeng",@umail.ucsb.edu,0,0,1,IPDPS_17_008
"Xie, Xing",@microsoft.com,0,0,1,KDD_17_016
"Xie, Xiufeng",@umich.edu,0,0,1,CoNEXT_17_016
"Xie, Yanwen",,0,0,1,ICPP_17_024
"Xie, Yuan",@ece.ucsb.edu,1,2,3,"ISCA_17_052,MICRO_17_014,MICRO_17_025"
"Xin, Hao",,0,0,1,SIGMOD_17_047
"Xing, Eric",@cs.cmu.edu,0,0,4,"ATC_17_014,KDD_17_003,KDD_17_051,KDD_17_064"
"Xing, Luyi",@indiana.edu,0,1,1,CCS_17_051
"Xing, Xinyu",@ist.psu.edu,0,1,1,CCS_17_138
"Xiong, Chenyan",@cs.cmu.edu,0,1,2,"SIGIR_17_006,SIGIR_17_076"
"Xiong, Haoyi",@mst.edu,0,0,1,ICDM_17_011
"Xiong, Hui",@rutgers.edu,0,2,3,"ICDM_17_040,KDD_17_003,KDD_17_010"
"Xiong, Jie",@smu.edu.sg,0,1,3,"MobiCom_17_022,CoNEXT_17_002,CoNEXT_17_021"
"Xiong, Jin",,0,0,1,ATC_17_027
"Xiong, Pengcheng",@hortonworks.com,0,1,0,
"Xiong, Yongqiang",@microsoft.com,0,0,2,"ATC_17_036,SOSP_17_009"
"Xirogiannopoulos, Konstantinos",@cs.umd.edu,0,0,1,SIGMOD_17_031
"Xiu, Judy",,0,1,0,
"Xu, Chang",@sydney.edu.au,0,2,0,
"Xu, Cheng",,0,0,1,HPCC_17_054
"Xu, Cheng-Zhong",@wayne.edu,0,1,1,ICPP_17_042
"Xu, Chenren",@pku.edu.cn,0,0,1,MobiCom_17_014
"Xu, Cong",@us.ibm.com,0,1,0,
"Xu, Cong",@hpe.com,0,1,0,
"Xu, Dongpeng",@ist.psu.edu,0,0,1,SP_17_012
"Xu, Dongyan",@cs.purdue.edu,1,1,1,NDSS_17_066
"Xu, Guoqing Harry",@ics.uci.edu,0,1,2,"ASPLOS_17_017,ASPLOS_17_027"
"Xu, Hao",,0,0,1,IPDPS_17_037
"Xu, Helen",,0,0,1,PODS_17_025
"Xu, Henry",@cityu.edu.hk,0,1,0,
"Xu, Hong",@city.edu.hk,0,0,1,HotCloud_17_002
"Xu, Hongteng",@gatech.edu,0,0,1,SIGIR_17_032
"Xu, Jiajing",,0,1,0,
"Xu, Jian",,0,0,1,MobiCom_17_028
"Xu, Jian",@cs.ucsd.edu,0,0,1,SOSP_17_029
"Xu, Jiang",@ust.hk,0,0,1,HPCA_17_008
"Xu, Jiaqi",@osu.edu,0,0,1,MobiCom_17_009
"Xu, Jingbo",@ed.ac.uk,0,0,1,SIGMOD_17_024
"Xu, Jingmin",,0,0,1,CLOUD_17_020
"Xu, Jingwei",@smail.nju.edu.cn,0,0,1,KDD_17_036
"Xu, Jun",@psu.edu,0,0,2,"VEE_17_007,CCS_17_138"
"Xu, Jun",@ict.ac.cn,0,1,1,SIGIR_17_054
"Xu, Jun Jim",,0,0,1,SIGMETRICS_17_003
"Xu, Kai",,0,0,2,"IPDPS_17_006,Cluster_17_004"
"Xu, Lianghong",@andrew.cmu.edu,0,0,1,SIGMOD_17_020
"Xu, Meng",,0,0,2,"ATC_17_021,CCS_17_134"
"Xu, Ping",,0,0,1,IPDPS_17_053
"Xu, Qiang",@meter10.com,0,0,1,SOCC_17_023
"Xu, Rengan",@Dell.com,0,1,0,
"Xu, Roger",@nih.gov,0,0,1,ICDM_17_027
"Xu, Rui",,0,0,1,ASPLOS_17_038
"Xu, Shengliang",@cs.washington.edu,0,0,1,CIDR_17_012
"Xu, Shichang",@umich.edu,0,0,1,IMC_17_015
"Xu, Shixiong",,0,0,1,ICPP_17_045
"Xu, Shizhen",,0,0,1,ATC_17_014
"Xu, Shouhuai",@utsa.edu,0,1,0,
"Xu, Tianyin",@cs.ucsd.edu,0,0,1,HotStorage_17_001
"Xu, Weitao",@uq.edu.au,0,0,1,NDSS_17_016
"Xu, Wen",@gatech.edu,0,0,2,"ATC_17_052,CCS_17_143"
"Xu, Wenyao",@buffalo.edu,0,0,3,"ASPLOS_17_029,ISCA_17_006,MobiCom_17_024"
"Xu, Wenyuan",@zju.edu.cn,0,0,1,CCS_17_007
"Xu, Xiaojun",@apex.sjtu.edu.cn,0,0,1,CCS_17_023
"Xu, Xiaowei",@ualr.edu,0,1,1,ICDM_17_013
"Xu, Xiaoyang",,0,0,1,CCS_17_118
"Xu, Xiefeng",,0,0,1,ICDM_17_040
"Xu, Xieyang",,0,0,1,MobiCom_17_014
"Xu, Yinghui",MISSING,0,0,2,"SIGIR_17_043,SIGIR_17_052"
"Xu, Yinlong",,0,0,3,"SIGMETRICS_17_021,ATC_17_055,ICPP_17_041"
"Xu, Yuedong",@fudan.edu.cn,0,0,1,CoNEXT_17_002
"Xu, Zhen",,0,0,1,IPDPS_17_042
"Xu, Zhigeng",,0,0,1,ICPP_17_044
"Xu, Zichen",,0,1,1,IGSC_17_012
"Xuan, Pengfei",@clemson.edu,0,0,1,CCGrid_17_040
"Xue, Chun Jason",,0,1,1,ATC_17_057
"Xue, Edward",@ed.ac.uk,0,0,1,CIDR_17_015
"Xue, Guangtao",@sjtu.edu.cn,0,0,1,MobiCom_17_013
"Xue, Ji",@email.wm.edu,0,0,1,MASCOTS_17_003
"Xue, Jilong",@microsoft.com,0,0,2,"NSDI_17_038,ATC_17_015"
"Xue, Jingling",@cse.unsw.edu.au,0,1,1,PLDI_17_018
"Xue, Mingdi",,0,0,1,SC_17_051
"Xue, Shuangbai",,0,0,1,PPoPP_17_013
"Xue, Wei",@tsinghua.edu.cn,0,0,2,"IPDPS_17_053,SC_17_021"
"Xue, Xun",,0,0,1,HotCloud_17_014
"Xue, Yuan",@vanderbilt.edu,0,0,1,Cluster_17_040
"Xun, Guangxu",@buffalo.edu,0,0,2,"ICDM_17_024,KDD_17_028"
"Yadav, Kaushal",,0,0,1,HotStorage_17_015
"Yadgar, Gala",@cs.technion.ac.il,0,2,0,
"Yadwadkar, Neeraja J.",@eecs.berkeley.edu,0,0,1,SOCC_17_033
"Yagan, Osman",@andrew.cmu.edu,0,0,1,SIGCOMM_17_012
"Yaghmazadeh, Navid",@cs.utexas.edu,0,0,1,OOPSLA_17_045
"Yaglikci, Abdullah Giray",@andrew.cmu.edu,0,0,1,SIGMETRICS_17_015
"Yahav, Eran",@cs.technion.ac.il,0,1,1,PLDI_17_037
"Yahyapour, Ramin",@gwdg.de,0,1,1,CCGrid_17_010
"Yajurvedi, Amit",,0,0,1,SOSP_17_006
"Yalamanchili, Sudhakar",,0,1,2,"HPCA_17_010,IISWC_17_007"
"Yalcin, Gulay",@bsc.es,0,0,1,CCGrid_17_055
"Yamada, Hiroshi",,0,0,1,SOCC_17_007
"Yamada, Makoto",@kuicr.kyoto-u.ac.jp,0,1,0,
"Yamada, Shota",@aist.go.jp,0,0,1,CCS_17_142
"Yamada, Takeshi",@anu.edu.au,0,1,0,
"Yamamoto, Keiji",,0,0,1,ISC_17_017
"Yamamoto, Shinnosuke",,0,0,1,ICPP_17_037
"Yamauchi, Yukiko",@inf.kyushu-u.ac.jp,0,1,0,
"Yamazaki, Ichitaro",,0,1,0,
"Yan, Baicheng",,0,0,1,HPCC_17_060
"Yan, Chen",,0,0,1,CCS_17_007
"Yan, Da",@uab.edu,0,0,1,SOCC_17_004
"Yan, Eddie",,0,0,1,HotStorage_17_019
"Yan, Enquan",,0,0,1,HPCC_17_070
"Yan, Feng",MISSING,0,2,1,Middleware_17_020
"Yan, Guanhua",@binghamton.edu,0,1,0,
"Yan, Guihai",@ict.ac.cn,0,0,1,HPCA_17_042
"Yan, Huan",,0,0,1,SIGIR_17_018
"Yan, Junchi",@cn.ibm.com,0,0,1,SIGIR_17_032
"Yan, Lok",@westga.edu,0,1,1,VEE_17_012
"Yan, Mengjia",@illinois.edu,0,0,1,ISCA_17_027
"Yan, Rui",,0,0,1,SIGIR_17_069
"Yan, Shiqin",@stu.hosei.ac.jp,0,0,2,"FAST_17_002,FAST_17_003"
"Yan, Xiao",,0,0,1,SIGIR_17_064
"Yan, Xifan",,0,0,1,SOSP_17_006
"Yan, Xifeng",@cs.ucsb.edu,0,1,0,
"Yan, Ying",@microsoft.com,0,0,1,SIGMOD_17_012
"Yan, Yonghong",@oakland.edu,0,0,1,IPDPS_17_078
"Yan, Zi",@cs.rutgers.edu,0,0,1,ISCA_17_033
"Yang, Albert Mingkun",,0,0,1,OOPSLA_17_035
"Yang, Bo-Yin",@moscito.org,0,0,1,CCS_17_122
"Yang, Carl",@ucdavis.edu,0,0,1,IPDPS_17_048
"Yang, Chao",,0,1,2,"IPDPS_17_053,ICPP_17_043"
"Yang, Chia-Lin",@csie.ntu.edu.tw,0,2,0,
"Yang, Chun",,0,0,1,VEE_17_013
"Yang, Chunfeng",,0,0,1,SIGIR_17_018
"Yang, De-Nian",,0,0,1,KDD_17_063
"Yang, Di",,0,0,1,OOPSLA_17_015
"Yang, Dingqi",@unifr.ch,0,0,1,ICDM_17_028
"Yang, Fan",@udel.edu,0,0,1,SIGCOMM_17_030
"Yang, Fan",@cse.cuhk.edu.hk,0,0,1,SIGIR_17_064
"Yang, Grace Hui",@cs.georgetown.edu,0,1,0,
"Yang, Guangwen",,0,0,1,IPDPS_17_061
"Yang, Guolei",@iastate.edu,0,0,1,NDSS_17_013
"Yang, Hailong",@snnu.edu.cn,0,0,3,"ASPLOS_17_002,ISCA_17_011,HPCC_17_033"
"Yang, Hao",,0,0,1,SP_17_019
"Yang, Hongseok",@kaist.ac.kr,0,1,1,OOPSLA_17_010
"Yang, Hsiu-Wei",,0,0,1,SIGIR_17_009
"Yang, Hui",,0,1,0,
"Yang, Ji",,0,0,1,ATC_17_005
"Yang, Jie",@fsu.edu,0,0,1,CCS_17_004
"Yang, Jingpei",@soe.ucsc.edu,0,0,1,SYSTOR_17_001
"Yang, Jinmin",,0,0,1,HPCC_17_070
"Yang, Jun",@pitt.edu,0,1,3,"HPCA_17_023,ISCA_17_021,PACT_17_005"
"Yang, Jun",,0,0,1,SIGMOD_17_092
"Yang, Jun",@dsi.a-star.edu.sg,0,0,1,SC_17_051
"Yang, Juncheng",@emory.edu,0,0,1,SOCC_17_006
"Yang, Junfeng",@cs.columbia.edu,0,2,1,SOSP_17_001
"Yang, Junrui",,0,0,1,MobiCom_17_014
"Yang, Laurence T",@stfx.ca,0,0,1,HPCC_17_072
"Yang, Lei",@intel.com,0,0,1,NSDI_17_030
"Yang, Lei",,0,0,1,ICPP_17_031
