name,gs_email,as_chair,as_pc,as_author,papers
"Aved, Alexander",@knights.ucf.edu,0,0,1,IGSC_17_018
"Avin, Chen",@cse.bgu.ac.il,0,1,1,KDD_17_059
"Aviv, Adam J.",@usna.edu,0,0,2,"NDSS_17_002,CCS_17_032"
"Avrachenkov, Konstantin",@sophia.inria.fr,0,0,1,SIGMETRICS_17_001
"Avritzer, Alberto",@sonatype.com,0,1,0,
"Awad, Amro",@sandia.gov,0,1,3,"ISPASS_17_023,ISCA_17_009,PACT_17_019"
"Awad, Mahmoud",,0,0,1,ICPE_17_011
"Awadallah, Ahmed Hassan",@microsoft.com,0,1,1,SIGIR_17_024
"Awan, Ammar Ahmad",@osu.edu,0,0,2,"PPoPP_17_027,ICPP_17_017"
"Ayday, Erman",@cs.bilkent.edu.tr,0,1,0,
"Aydin, Hakan",@cs.gmu.edu,0,0,1,IGSC_17_009
"Ayesta, Urtzi",@laas.fr,0,2,0,
"Ayguade, Eduard",@ac.upc.edu,0,0,4,"IPDPS_17_025,IPDPS_17_080,ICPP_17_013,MICRO_17_009"
"Aykanat, Cevdet",@cs.bilkent.edu.tr,0,0,1,EuroPar_17_038
"Ayodele, Anthony",@faculty.umuc.edu,0,1,0,
"Azab, Ahmed M.",@samsung.com,0,0,1,SP_17_031
"Azad, Ariful",@lbl.gov,0,2,2,"IPDPS_17_003,IPDPS_17_068"
"Azar, Yossi",@tau.ac.il,0,1,1,SPAA_17_014
"Azarmi, Mehdi",@purdue.edu,0,0,1,CLOUD_17_008
"Azimi, Reza",@brown.edu,0,0,1,HPCA_17_011
"Azimi, Reza",@blanclabs.com,0,0,1,Cluster_17_033
"Azzopardi, Leif",@strath.ac.uk,0,1,1,SIGIR_17_014
"Babu, Shivnath",,0,1,1,SIGMOD_17_057
"Bach, Stephen",@cs.stanford.edu,0,1,0,
"Bacha, Anys",@umich.edu,0,0,1,IPDPS_17_027
"Bachhav, Kishor",,0,0,1,CIDR_17_003
"Backes, Michael",@cs.uni-saarland.de,0,1,10,"NDSS_17_037,NDSS_17_061,SP_17_010,SP_17_022,SP_17_047,CCS_17_064,CCS_17_066,CCS_17_109,CCS_17_120,CCS_17_135"
"Bacon, David F.",@google.com,0,1,0,
"Bacon, Jean",,0,0,1,SOCC_17_030
"Badam, Anirudh",@microsoft.com,0,1,4,"FAST_17_026,EuroSys_17_036,ISCA_17_047,ATC_17_053"
"Baden, Scott B.",@eng.ucsd.edu,0,1,1,IPDPS_17_098
"Bader, David A.",@cc.gatech.edu,0,0,1,HiPC_17_003
"Bader, Michael",,0,1,1,SC_17_016
"Badia, Rosa M.",@bsc.es,0,1,0,
"Badiei, Masoud",@g.harvard.edu,0,0,1,HPCA_17_011
"Bae, Minho",,0,0,1,ICPP_17_021
"Baek, Hyunwook",@cs.utah.edu,0,0,2,"CCGrid_17_009,SOCC_17_023"
"Baek, Woongki",@unist.ac.kr,0,0,1,ASPLOS_17_007
"Baeza-Yates, Ricardo",@upf.edu,0,1,0,
"Bagchi, Saurabh",@purdue.edu,0,0,3,"SP_17_035,Middleware_17_016,Middleware_17_017"
"Bagdi, Hardik",,0,0,1,ATC_17_018
"Bagga, Jasmeet",,0,0,1,NSDI_17_034
"Bagnall, Anthony",@uea.ac.uk,0,1,0,
"Bagnulo, Marcelo",@it.uc3m.es,0,1,0,
"Bahadori, Mohammad Taha",@gatech.edu,0,1,0,
"Bahl, Paramvir",,0,0,1,NSDI_17_022
"Bahl, Victor",@acm.org,0,2,0,
"Bahsoon, Rami",@cs.bham.ac.uk,0,0,1,CCGrid_17_039
"Bai, Gang",,0,0,1,ICPP_17_005
"Bai, Wei",@microsoft.com,0,0,1,SIGCOMM_17_025
"Bai, Xiao",,0,1,1,SIGIR_17_031
"Bai, Xiaolong",@zju.edu.cn,0,0,1,CCS_17_051
"Bai, Youhui",,0,0,1,ICPP_17_041
"Bai, Yu",@fullerton.edu,0,0,1,MICRO_17_032
"Bai, Yunhao",,0,0,1,IGSC_17_001
"Bai, Yuxin",@rochester.edu,0,0,1,ASPLOS_17_056
"Bai, Zilong",,0,0,1,KDD_17_030
"Baier, Christel",@tu-dresden.de,0,0,1,HotOS_17_015
"Baig, Ghufran",@cs.utexas.edu,0,0,1,CoNEXT_17_028
"Bailey, James",@unimelb.edu.au,0,1,1,ICDM_17_026
"Bailey, Jeff",,0,0,1,SIGCOMM_17_030
"Bailey, Jonathan",,0,0,1,MICRO_17_015
"Bailey, Michael",@illinois.edu,0,0,1,NDSS_17_027
"Bailey, Peter",@microsoft.com,0,1,1,SIGIR_17_040
"Bailis, Peter",@cs.stanford.edu,0,1,4,"CIDR_17_004,SIGMOD_17_010,SIGMOD_17_074,SIGMOD_17_076"
"Bajunaid, Noor",,0,0,1,ICPE_17_019
"Bajwa, Raminder",,0,0,1,ISCA_17_001
"Baker, Allison H.",@ucar.edu,0,1,0,
"Baker, Gavin",,0,0,1,ICPE_17_025
"Baker, Randal S.",,0,0,1,IPDPS_17_047
"Baker, Richard",,0,0,1,NDSS_17_059
"Baker, Sonia",,0,0,1,HPCC_17_026
"Baker, Tobin",,0,0,1,CIDR_17_012
"Bakshi, Ainesh",,0,0,1,FAST_17_004
"Bakst, Alexander",,0,0,1,OOPSLA_17_062
"Bal, Henri",@cs.vu.nl,0,1,0,
"Balaji, Pavan",@mcs.anl.gov,3,2,11,"CCGrid_17_030,CCGrid_17_038,IPDPS_17_099,IPDPS_17_108,ICPP_17_007,EuroPar_17_045,Cluster_17_004,SC_17_057,HiPC_17_037,HPCC_17_027,HPCC_17_029"
"Balakrishnan, Hari",@csail.mit.edu,0,0,2,"NSDI_17_025,NSDI_17_026"
"Balakrishnan, Mahesh",@yale.edu,1,4,1,ASPLOS_17_015
"Balakrishnan, Ramesh",MISSING,0,1,0,
"Balakrishnan, Vijay",,0,0,1,SYSTOR_17_001
"Balan, Rajesh Krishna",@smu.edu.sg,0,0,1,MobiCom_17_022
"Balaprakash, Prasanna",@mcs.anl.gov,0,0,1,HPDC_17_014
"Balaraman, Ravindran",@cse.iitm.ac.in,0,0,1,HPCC_17_019
"Balasooriya, Janaka",@asu.edu,0,1,0,
"Balasubramaniam, Karthikeyan Vasuki",,0,0,1,NSDI_17_021
"Balasubramanian, Abhiram",@cs.utah.edu,0,0,1,HotOS_17_014
"Balasubramanian, Aruna",@cs.stonybrook.edu,0,2,2,"SIGMETRICS_17_027,MobiCom_17_028"
"Balasubramanian, Bharath",@princeton.edu,0,1,0,
"Balasubramanian, Ezhil R. M.",,0,0,1,MICRO_17_021
"Balasubramonian, Rajeev",@cs.utah.edu,0,2,0,
"Balazinska, Magdalena",@cs.washington.edu,2,0,2,"CIDR_17_012,ATC_17_056"
"Baldimtsi, Foteini",@gmu.edu,0,1,1,NDSS_17_003
"Baldus, Gary",,0,0,1,SIGCOMM_17_002
"Baldwin, Timothy",@unimelb.edu.au,0,1,0,
"Balkanski, Eric",,0,1,0,
"Balke, Wolf-Tilo",@ifis.cs.tu-bs.de,0,0,1,CLOUD_17_026
"Balkesen, Cagri",@inf.ethz.ch,0,0,1,MICRO_17_019
"Balkind, Jonathan",@princeton.edu,0,0,1,OOPSLA_17_039
"Balkwill, Matthew",,0,0,1,CoNEXT_17_028
"Ballani, Hitesh",@microsoft.com,0,1,0,
"Ballard, Grey",@wfu.edu,0,1,1,SPAA_17_005
"Balmau, Oana",@epfl.ch,0,0,2,"EuroSys_17_017,ATC_17_028"
"Balog, Krisztian",@uis.no,0,1,2,"SIGIR_17_026,SIGIR_17_077"
"Baltrunas, Džiugas",@simula.no,0,0,1,MobiCom_17_007
"Balzarotti, Davide",@eurecom.fr,0,2,1,SP_17_002
"Bandara, Sathya",,0,0,1,HiPC_17_012
"Banerjee, Arindam",@cs.umn.edu,0,1,1,ICDM_17_049
"Banerjee, Debrup",@odu.edu,0,0,1,ICDM_17_027
"Banerjee, Dip Sankar",@iiitg.ac.in,0,0,1,ICPP_17_006
"Banerjee, Nilanjan",@umbc.edu,0,1,0,
"Banerjee, Subarno",@cse.iitk.ac.in,0,0,1,ISCA_17_002
"Banerjee, Sujata",@banerjee.net,0,2,1,CoNEXT_17_023
"Banerjee, Suman",@cs.wisc.edu,0,2,0,
"Banerjee, Tania",,0,0,1,HiPC_17_034
"Bangalore, Purushotham",,0,0,1,SOCC_17_004
"Banicescu, Ioana",@cse.msstate.edu,0,4,1,Cluster_17_028
"Bansal, Aman",,0,0,1,HPCC_17_006
"Bansal, Nikhil",@tue.nl,0,2,0,
"Bansal, Sorav",@iitd.ernet.in,0,1,0,
"Bansal, Tarun",@iiitd.ac.in,0,1,0,
"Bao, Hong",,0,0,1,HPCC_17_054
"Bao, Tiffany",@cmu.edu,0,0,1,SP_17_059
"Bao, Yubin",,0,0,1,SOCC_17_001
"Bao, Yungang",@ict.ac.cn,0,3,1,SOCC_17_025
"Bao, Zhifeng",@rmit.edu.au,0,1,0,
"Bao, Zhuowei",,0,1,0,
"Baokar, Arjun",@berkeley.edu,0,0,1,SP_17_050
"Bar-Yehuda, Reuven",,0,0,1,PODC_17_016
"Barak, Amnon",,0,0,1,IPDPS_17_036
"Barak, Assi",,0,0,1,SP_17_034
"Barakat, Chadi",@inria.fr,0,1,0,
"Baralis, Elena",@polito.it,0,1,0,
"Baranasuriya, Nimantha",@comp.nus.edu.sg,0,0,1,CoNEXT_17_012
"Baraniuk, Richard",@rice.edu,0,1,0,
"Baranowski, Marek S.",,0,0,1,HotOS_17_014
"Barba, Lorena",@gwu.edu,0,1,0,
"Barbalace, Antonio",@vt.edu,0,0,3,"ASPLOS_17_044,VEE_17_001,HotOS_17_012"
"Barber, Ronald",,0,0,1,CIDR_17_002
"Barbieri, Nicola",@yahoo-inc.com,0,2,0,
"Barbosa, Manuel",@dcc.fc.up.pt,0,0,2,"CCS_17_112,CCS_17_123"
"Barcellos, Marinho",@inf.ufrgs.br,0,1,0,
"Bard, Deborah",,0,0,1,SC_17_014
"Bardhan, Jaydeep",@neu.edu,0,1,0,
"Bardin, Sébastien",@cea.fr,0,0,1,SP_17_005
"Barenboim, Leonid",,0,0,1,PODC_17_017
"Baresi, Luciano",@polimi.it,0,1,0,
"Barford, Paul",@cs.wisc.edu,0,1,0,
"Barghuthi, Nedaa Al",@hct.ac.ae,0,0,1,HPCC_17_026
"Bari, Md Abdullah Shahneous",@stonybrook.edu,0,0,1,IGSC_17_013
"Baride, Srikant",,0,0,1,HiPC_17_016
"Barisic, Ankica",@campus.fct.unl.pt,0,0,1,SLE_17_013
"Barkat, Amine",,0,0,1,HPCC_17_067
"Barnes, Richard",,0,0,1,NDSS_17_027
"Barreiros, Willian",,0,0,1,Cluster_17_003
"Barrera, David",@polymtl.ca,0,2,0,
"Barrett, Edd",@kcl.ac.uk,0,0,1,OOPSLA_17_065
"Barrett, Jake",,0,0,1,CCS_17_089
"Barron, Timothy",@cs.stonybrook.edu,0,0,1,CCS_17_059
"Barth, Bill",@tacc.utexas.edu,0,1,1,HiPC_17_007
"Barthe, Gilles",,0,1,3,"CCS_17_041,CCS_17_112,CCS_17_123"
"Barthels, Claude",@inf.ethz.ch,0,0,1,SIGMOD_17_041
"Barthou, Denis",@labri.fr,0,1,1,EuroPar_17_014
"Bartlett, Rodney J.",@qtp.ufl.edu,0,0,1,IPDPS_17_055
"Bartsch, Valeria",,0,0,1,EuroPar_17_047
"Baruah, Gaurav",@uwaterloo.ca,0,1,0,
"Basat, Ran Ben",,0,0,1,SIGCOMM_17_011
"Bashir, Masooda",,0,0,1,CLOUD_17_007
"Basin, David",@inf.ethz.ch,0,1,0,
"Basin, Dmitry",,0,0,1,PPoPP_17_020
"Baskiyar, Sanjeev",@cmft.nhs.uk,0,1,0,
"Bastani, Osbert",@cs.stanford.edu,0,0,2,"NDSS_17_020,PLDI_17_045"
"Bastem, Burak",,0,0,1,ICPP_17_018
"Bastien, Jean-Francois",,0,0,2,"ASPLOS_17_022,PLDI_17_008"
"Bastoul, Cédric",@unistra.fr,0,0,2,"HiPC_17_027,HiPC_17_031"
"Basu, Arkaprava",@amd.com,0,0,1,PACT_17_019
"Basu, Nilanjana",,0,0,1,SOSP_17_021
"Bataev, Alexey",,0,0,1,HiPC_17_021
"Bateni, Mohammad Hossein",@cs.princeton.edu,0,1,1,SPAA_17_029
"Bates, Adam",@illinois.edu,0,3,0,
"Bates, Sarah",,0,0,1,ISCA_17_001
"Batista, Gustavo",@icmc.usp.br,0,1,0,
"Batten, Chris",@cornell.edu,0,1,0,
"Batten, Christopher",@cornell.edu,0,1,2,"IISWC_17_010,MICRO_17_057"
"Batty, Mark",MISSING,0,1,0,
"Bauckhage, Christian",@bit.uni-bonn.de,0,1,0,
"Baudis, Nikolai",,0,0,1,MASCOTS_17_001
"Bauer, Lujo",@cmu.edu,0,3,1,CCS_17_019
"Bauer, Michael",,0,0,2,"SC_17_013,HiPC_17_002"
"Bauereiß, Thomas",,0,0,1,SP_17_009
"Bauman, Spenser",@umail.iu.edu,0,0,1,OOPSLA_17_049
"Baumann, Andrew",@microsoft.com,0,1,2,"HotOS_17_029,SOSP_17_018"
"Bause, Falko",,0,0,1,ICPE_17_018
"Baxter, Rohan",@computer.org,0,1,0,
"Bayardo, Roberto",,0,1,0,
"Bayatpour, Mohammadreza",@osu.edu,0,0,1,SC_17_061
"Baytas, Inci",@cse.msu.edu,0,0,1,KDD_17_031
"Bazm, Mohammad",,0,0,1,CCGrid_17_018
"Bañares, Jose Angel",@unizar.es,0,1,0,
"Beal, Jacob",@bbn.com,0,1,0,
"Beamer, Scott",@lbl.gov,0,0,1,IPDPS_17_081
"Beard, Jonathan",@arm.com,0,1,0,
"Beard, Stephen R.",,0,0,1,PACT_17_025
"Beaumont, Jon",,0,0,1,MICRO_17_015
"Beaumont, Olivier",@labri.fr,1,3,1,IPDPS_17_076
"Becchi, Michela",@ncsu.edu,0,1,2,"IISWC_17_027,HiPC_17_035"
"Beck, Martin",@embl.de,0,0,1,ATC_17_050
"Becker, Christian",@drbecker.org,0,1,0,
"Becker, Karin",@inf.ufrgs.br,0,1,0,
"Becker, Steffen",@informatik.uni-stuttgart.de,0,1,0,
"Beckett, Ryan",,0,0,2,"SIGCOMM_17_032,PLDI_17_031"
"Beckingsale, David",@llnl.gov,0,0,2,"IPDPS_17_031,Cluster_17_044"
"Beckman, Pete",@mcs.anl.gov,0,0,1,IPDPS_17_016
"Beckmann, Brad",,0,1,0,
"Beckmann, Bradford M.",,0,0,1,SC_17_023
"Beckmann, Nathan",@cmu.edu,0,1,3,"HPCA_17_005,ISCA_17_050,PACT_17_011"
"Beekman, Jethro G.",,0,0,1,NSDI_17_016
"Begam, Rehana",@utsa.edu,0,0,1,HPCC_17_065
"Behl, Johannes",,0,0,1,EuroSys_17_034
"Behrend, Andreas",@cs.uni-bonn.de,0,0,1,SIGMOD_17_085
"Beitman, Bruce",,0,0,2,"IGSC_17_003,ICAC_17_004"
"Beivide, Ramón",@unican.es,0,0,3,"HPCA_17_012,IPDPS_17_083,EuroPar_17_012"
"Bejda, Michał",,0,0,1,SOSP_17_003
"Bekas, Costas",@zurich.ibm.com,0,2,0,
"Bel, Oceane",@ucsc.edu,0,0,1,SC_17_039
"Belak, James",,0,1,0,
"Belding, Elizabeth",@cs.ucsb.edu,0,1,0,
"Belkin, Nicholas",@rutgers.edu,0,1,0,
"Bellare, Mihir",@eng.ucsd.edu,0,0,3,"CCS_17_055,CCS_17_057,CCS_17_095"
"Bellman, Kirstie",,0,1,0,
"Bellosa, Frank",@kit.edu,0,1,2,"SYSTOR_17_004,SYSTOR_17_005"
"Bellovin, Steven M.",@cs.columbia.edu,0,0,1,NDSS_17_036
"Beltran, Vicenç",@bsc.es,0,0,1,IPDPS_17_080
"Belviranli, Mehmet Esat",@ornl.gov,0,0,1,MICRO_17_048
"Ben-David, Naama",@cs.cmu.edu,0,0,2,"PPoPP_17_022,PODC_17_006"
"Ben-Nun, Tal",@cs.huji.ac.il,0,0,1,PPoPP_17_003
"Ben-Yehuda, Elad",,0,0,1,SOSP_17_031
"Ben-Yehuda, Muli",@mulix.org,0,2,1,ASPLOS_17_031
"Benali, Anouar",@anl.gov,0,0,2,"IPDPS_17_022,SC_17_035"
"Benczur, Andras A.",@sztaki.hu,0,1,0,
"Bender, Michael A.",@cs.stonybrook.edu,1,1,3,"FAST_17_004,SIGMOD_17_045,PODS_17_025"
"Bendersky, Michael",@google.com,0,1,0,
"Benedict, Shajulin",@sxcce.edu.in,0,1,0,
"Benedikt, Michael",@cs.ox.ac.uk,0,1,1,PODS_17_009
"Benhaddou, Driss",@uh.edu,0,0,1,HPCC_17_007
"Beni, Laleh Aghababaie",@uci.edu,0,0,1,EuroPar_17_046
"Benkner, Siegfried",@univie.ac.at,0,1,0,
"Bennett, Janine C.",@sandia.gov,0,2,0,
"Bennett, Paul N.",@microsoft.com,0,2,1,SIGIR_17_024
"Benoit, Anne",@ens-lyon.fr,1,1,1,EuroPar_17_008
"Benoit-Cattin, Hugues",,0,0,1,CCGrid_17_018
"Benson, Austin R.",@cs.cornell.edu,0,1,1,KDD_17_001
"Benson, Jeremy",,0,0,1,Cluster_17_060
"Benson, Theo",@cs.duke.edu,0,2,0,
"Benson, Theophilus",@cs.duke.edu,0,2,2,"HotCloud_17_016,CoNEXT_17_011"
"Bent, John",@emc.com,0,2,0,
"Bentley, Michael",,0,0,1,IISWC_17_029
"Benton, Brad",,0,0,1,SC_17_020
"Benton, Ryan",@southalabama.edu,0,1,0,
"Berberich, Klaus",@mpi-inf.mpg.de,0,2,0,
"Bercea, Gheorghe-Teodor",@ibm.com,0,0,1,HiPC_17_021
"Berenbrink, Petra",,0,2,2,"IPDPS_17_020,PODC_17_030"
"Berendt, Bettina",,0,1,0,
"Beresford, Alastair",@cam.ac.uk,0,0,2,"IMC_17_027,OOPSLA_17_064"
"Berg-Kirkpatrick, Taylor",@cs.cmu.edu,0,0,1,KDD_17_051
"Berger, Alon",@campus.technion.ac.il,0,0,1,SIGCOMM_17_033
"Berger, Arthur",,0,0,2,"SIGCOMM_17_031,IMC_17_001"
"Berger, Christian",,0,1,0,
"Berger, Daniel S.",@cs.uni-kl.de,0,0,1,NSDI_17_029
"Berger, Emery",@cs.umass.edu,0,2,1,ASPLOS_17_018
"Berger, Marsha J.",,0,0,1,IPDPS_17_098
"Berger, Thorsten",@thorsten-berger.net,0,0,1,SLE_17_024
"Berger-Wolf, Tanya",@uic.edu,0,1,0,
"Bergman, Aran",@tx.technion.ac.il,0,0,1,CoNEXT_17_030
"Bergman, Keren",@ee.columbia.edu,0,1,0,
"Bergman, Shai",@tx.technion.ac.il,0,0,1,ATC_17_013
"Bergmann, Neil",@itee.uq.edu.au,0,0,1,NDSS_17_016
"Beri, Alec",,0,0,1,ICPP_17_012
"Beringer, Lennart",,0,0,1,CCS_17_124
"Berkholz, Christoph",,0,0,1,PODS_17_003
"Berndt, Sebastian",@tcs.uni-luebeck.de,0,0,1,CCS_17_102
"Bernholdt, David E.",,0,0,1,IPDPS_17_023
"Bernstein, Gilbert Louis",,0,0,1,OOPSLA_17_046
"Bernstein, Philip A.",@microsoft.com,0,2,2,"CIDR_17_010,OOPSLA_17_024"
"Berrang, Pascal",@cs.uni-saarland.de,0,0,1,SP_17_022
"Berrendorf, Rudolf",,0,0,1,EuroPar_17_024
"Berry, Randall",@eecs.northwestern.edu,0,1,0,
"Bertacco, Valeria",@umich.edu,0,1,2,"ISCA_17_007,ISCA_17_016"
"Bertels, Koen",@tudelft.nl,0,0,2,"ICPP_17_004,MICRO_17_061"
"Berthold, Michael",,0,1,0,
"Berti-Equille, Laure",@ird.fr,0,0,1,SIGMOD_17_063
"Bertino, Elisa",@cs.purdue.edu,0,2,0,
"Bertolli, Carlo",@us.ibm.com,0,0,1,HiPC_17_021
"Bertossi, Leopoldo",@scs.carleton.ca,0,1,0,
"Berzins, Martin",@sci.utah.edu,0,1,0,
"Besnard, Jean-Baptiste",@paratools.fr,0,1,0,
"Bessani, Alysson",@di.fc.ul.pt,0,0,1,Middleware_17_011
"Besta, Maciej",@inf.ethz.ch,0,0,3,"IPDPS_17_004,HPDC_17_008,SC_17_045"
"Bestavros, Azer",@bu.edu,0,1,0,
"Betelu, Santiago",,0,0,1,IPDPS_17_041
"Bethune, Christopher",,0,0,1,ICDM_17_054
"Bethwaite, Blair",,0,1,0,
"Beurdouche, Benjamin",@ens.fr,0,0,1,CCS_17_111
"Beutel, Alex",@google.com,0,1,0,
"Bevan, Pryce",,0,0,1,IMC_17_017
"Beverly, Robert",@nps.edu,0,1,1,SIGCOMM_17_009
"Beyah, Raheem",@ece.gatech.edu,0,0,2,"SIGMETRICS_17_025,SP_17_054"
"Bezemer, Cor-Paul",@cs.queensu.ca,0,0,1,ICPE_17_027
"Beznosov, Konstantin",@ece.ubc.ca,0,1,1,SP_17_050
"Bhadra, Sahely",@iitpkd.ac.in,0,1,0,
"Bhaduri, Kanishka",MISSING,0,1,0,
"Bhagat, Smriti",,0,1,0,
"Bhagwan, Ranjita",MISSING,0,1,0,
"Bhalachandra, Sridutt",@cs.unc.edu,0,0,1,IPDPS_17_093
"Bhalerao, Rahul",,0,0,1,NSDI_17_021
"Bhalla, Upinder",@ncbs.res.in,0,0,1,HiPC_17_018
"Bhanawat, Hemant",,0,0,1,CIDR_17_003
"Bharadia, Dinesh",@ucsd.edu,0,0,2,"NSDI_17_032,CoNEXT_17_003"
"Bhardwaj, Onkar",@akamai.com,0,0,1,ICPP_17_002
"Bhardwaj, Romil",@microsoft.com,0,0,1,NSDI_17_013
"Bhargava, Bharat",@purdue.edu,0,0,1,CLOUD_17_008
"Bhargava, Radhika",,0,0,1,CCS_17_088
"Bhargavan, Karthikeyan",@inria.fr,0,2,3,"SP_17_023,SP_17_056,CCS_17_111"
"Bhartia, Apurv",@meraki.net,0,0,1,IMC_17_014
"Bhaskara, Aditya",@cs.utah.edu,0,1,0,
"Bhat, Siddharth",@research.iiit.ac.in,0,0,1,SC_17_017
"Bhat, Srivatsa S.",@csail.mit.edu,0,0,1,SOSP_17_005
"Bhatele, Abhinav",@llnl.gov,0,2,6,"CCGrid_17_015,IPDPS_17_044,Cluster_17_021,SC_17_028,SC_17_033,SC_17_044"
"Bhatia, Suresh",@uq.edu.au,0,0,1,ISCA_17_001
"Bhatotia, Pramod",@ed.ac.uk,0,0,4,"EuroSys_17_016,ATC_17_050,Middleware_17_003,Middleware_17_015"
"Bhattacharjee, Abhishek",@cs.rutgers.edu,0,3,4,"ASPLOS_17_005,ASPLOS_17_030,ISCA_17_033,MICRO_17_029"
"Bhattacharjee, Mrinal",,0,0,1,ICPP_17_027
"Bhattacharya, Indrajit",@tcs.com,0,1,0,
"Bhattacharya, Suparna",@in.ibm.com,0,2,0,
"Bhattacharyya, Arka",@eecs.berkeley.edu,0,0,1,CIDR_17_006
"Bhattacharyya, Arnamoy",@ece.utoronto.ca,0,0,1,VEE_17_008
"Bhattacharyya, Chiranjib",@csa.iisc.ernet.in,0,1,0,
"Bhattacharyya, Manosiz",,0,0,1,NSDI_17_004
"Bhattacharyya, Siddhartha",@uic.edu,0,1,0,
"Bhattacherjee, Debopam",,0,0,1,HotCloud_17_017
"Bhattacherjee, Sanjay",@ens-lyon.fr,0,0,1,CCS_17_142
"Bhimji, Wahid",,0,0,1,SC_17_001
"Bhowmick, Sanjukta",@unomaha.edu,0,1,0,
"Bhowmick, Sourav S.",@ntu.edu.sg,0,1,0,
"Bhuyan, Laxmi Narayan",,0,0,1,MICRO_17_048
"Bi, Jinbo",@uconn.edu,0,1,0,
"Bi, Jun",@tsinghua.edu.cn,0,0,1,SIGCOMM_17_001
"Bi, Keping",,0,0,1,SIGIR_17_065
"Bian, Haoqiong",,0,0,1,SIGMOD_17_012
"Bian, Jiang",@microsoft.com,0,1,1,ICDM_17_011
"Bian, Pan",,0,0,1,CCS_17_132
"Bian, Yuchen",@ist.psu.edu,0,0,1,ICDM_17_005
"Bianchi, Antonio",@cs.ucsb.edu,0,0,2,"NDSS_17_052,NDSS_17_068"
"Bianchi, Giuseppe",@uniroma2.it,0,1,0,
"Bianchini, Ricardo",,1,1,3,"ATC_17_060,MICRO_17_045,SOSP_17_010"
"Bianco, Mauro",@cscs.ch,0,1,0,
"Bicer, Tekin",@anl.gov,0,1,0,
"Bieg, Matthias",,0,0,1,SP_17_022
"Biega, Asia J.",@mpi-inf.mpg.de,0,0,1,SIGIR_17_068
"Bienkowski, Marcin",@cs.uni.wroc.pl,0,0,1,SPAA_17_002
"Bientinesi, Paolo",@aices.rwth-aachen.de,0,0,1,ISC_17_004
"Bienvenu, Meghyn",,0,1,1,PODS_17_005
"Bifet, Albert",@telecom-paristech.fr,0,2,0,
"Bigelow, David",,0,0,1,NDSS_17_062
"Bigot, Julien",@cea.fr,0,0,1,CCGrid_17_059
"Bijlani, Ashish",@gatech.edu,0,0,1,CCS_17_134
"Bila, Nilton",@us.ibm.com,0,1,2,"ATC_17_018,ATC_17_024"
"Bilal, Muhammad",,0,0,1,SOCC_17_014
"Bilge, Leyla",@eurecom.fr,0,0,1,CCS_17_081
"Bilgic, Mustafa",@iit.edu,0,1,0,
"Bill, Robert",,0,0,1,SLE_17_023
"Billes, Marina",,0,0,1,PLDI_17_046
"Bindel, David",@cs.cornell.edu,0,1,0,
"Binder, Walter",@usi.ch,0,1,1,ICAC_17_002
"Bindschaedler, Vincent",@illinois.edu,0,0,3,"SP_17_026,SP_17_040,CCS_17_150"
"Bing, Lidong",@tencent.com,0,1,1,SIGIR_17_035
"Binnig, Carsten",@brown.edu,0,2,3,"CIDR_17_024,SIGMOD_17_039,SIGMOD_17_058"
"Birke, Robert",,0,2,1,ICAC_17_002
"Birman, Ken",@cs.cornell.edu,0,1,0,
"Birnbach, Simon",@cs.ox.ac.uk,0,0,1,NDSS_17_059
"Biros, George",@acm.org,1,0,3,"IPDPS_17_087,SC_17_010,SC_17_050"
"Biryukov, Alex",@uni.lu,0,2,0,
"Bischoff, Sascha",,0,0,1,ISPASS_17_024
"Biswas, Joyanta",@temple.edu,0,0,1,IGSC_17_014
"Biswas, Priyam",@purdue.edu,0,0,1,CCS_17_147
"Bittau, Andrea",@cs.stanford.edu,0,0,1,SOSP_17_027
"Bittencourt, Luiz F.",@ic.unicamp.br,0,2,0,
"Bitto, Verena",,0,0,1,ICPE_17_001
"Bjoerkqvist, Mathias",,0,0,1,ICAC_17_002
"Bjørling, Matias",@bjorling.me,0,0,1,FAST_17_025
"Bjørner, Nikolaj",,0,0,1,NSDI_17_039
"Blaauw, David",@umich.edu,0,0,4,"HPCA_17_036,ISCA_17_005,MICRO_17_021,MobiCom_17_017"
"Black, Richard",,0,0,1,HotStorage_17_002
"Black-Schaffer, David",@it.uu.se,0,0,3,"HPCA_17_007,IISWC_17_006,IISWC_17_011"
"Blackburn, Jeremy",@uab.edu,0,0,1,IMC_17_024
"Blagodurov, Sergey",@sfu.ca,0,0,1,PACT_17_019
"Blagojevic, Filip",,0,0,1,HotStorage_17_016
"Blair, David M.",,0,0,1,IPDPS_17_082
"Blair, Gordon",@comp.lancs.ac.uk,0,1,0,
"Blakeley, Jose",@microsoft.com,0,1,0,
"Blanas, Spyros",MISSING,0,1,1,EuroSys_17_023
"Blanchard, Sean",,0,0,2,"PPoPP_17_009,SC_17_019"
"Blanchet, Bruno",@inria.fr,0,0,1,SP_17_056
"Blanco, Roi",@udc.es,0,1,2,"SIGIR_17_045,SIGIR_17_072"
"Bland, Wesley",@anl.gov,0,1,2,"IPDPS_17_099,SC_17_057"
"Blankstein, Aaron",@cs.princeton.edu,0,0,2,"ATC_17_038,OOPSLA_17_039"
"Blelloch, Guy",@cs.cmu.edu,0,0,3,"SPAA_17_024,PODC_17_006,HiPC_17_032"
